Ftrad_Otu_	Size	Taxonomy	k	p	c	o	f	g	s
Ftrad_Otu_00083	3632	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Filobasidiaceae(100);g__Filobasidium(100);s__Filobasidium_sp(97);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	s__Filobasidium_sp
Ftrad_Otu_00084	3603	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified
Ftrad_Otu_00085	3545	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Microbotryales(100);f__Ustilentylomataceae(100);g__Microbotryozyma(100);s__Microbotryozyma_sp(100);	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryales	f__Ustilentylomataceae	g__Microbotryozyma	s__Microbotryozyma_sp
Ftrad_Otu_00086	3536	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	o__Agaricales_unclassified	o__Agaricales_unclassified	o__Agaricales_unclassified
Ftrad_Otu_00087	3483	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Didymosphaeriaceae(100);g__Pseudopithomyces(100);s__Pseudopithomyces_chartarum(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Pseudopithomyces	s__Pseudopithomyces_chartarum
Ftrad_Otu_00088	3478	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Sporidiobolales(100);f__Sporidiobolaceae(100);f__Sporidiobolaceae_unclassified(100);f__Sporidiobolaceae_unclassified(100);	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	f__Sporidiobolaceae_unclassified	f__Sporidiobolaceae_unclassified
Ftrad_Otu_00089	3442	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Exophiala(100);s__Exophiala_opportunistica(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_opportunistica
Ftrad_Otu_00090	3435	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Strophariaceae(100);g__Hypholoma(100);s__Hypholoma_fasciculare(99);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Hypholoma	s__Hypholoma_fasciculare
Ftrad_Otu_00091	3318	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00092	3267	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);s__Vishniacozyma_carnescens(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__Vishniacozyma_carnescens
Ftrad_Otu_00093	3223	k__Fungi(100);p__Basidiomycota(100);c__Exobasidiomycetes(100);o__Entylomatales(100);f__unclassified_Entylomatales(100);g__unclassified_Entylomatales(100);s__Entylomatales_sp(100);	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Entylomatales	f__unclassified_Entylomatales	g__unclassified_Entylomatales	s__Entylomatales_sp
Ftrad_Otu_00094	3202	k__Fungi(97);k__Fungi_unclassified(97);k__Fungi_unclassified(97);k__Fungi_unclassified(97);k__Fungi_unclassified(97);k__Fungi_unclassified(97);k__Fungi_unclassified(97);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00095	3055	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Cystofilobasidiales(100);f__Mrakiaceae(100);g__Udeniomyces(100);s__Udeniomyces_pyricola(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Udeniomyces	s__Udeniomyces_pyricola
Ftrad_Otu_00096	3003	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);o__Thelebolales_unclassified(98);o__Thelebolales_unclassified(98);o__Thelebolales_unclassified(98);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	o__Thelebolales_unclassified	o__Thelebolales_unclassified	o__Thelebolales_unclassified
Ftrad_Otu_00098	2900	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00099	2900	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Sclerotiniaceae(100);g__Botryotinia(91);s__Botryotinia_pelargonii(91);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	g__Botryotinia	s__Botryotinia_pelargonii
Ftrad_Otu_00100	2846	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00101	2834	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(99);f__Pseudeurotiaceae(99);g__unclassified_Pseudeurotiaceae(99);s__Pseudeurotiaceae_sp(99);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__unclassified_Pseudeurotiaceae	s__Pseudeurotiaceae_sp
Ftrad_Otu_00102	2832	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);g__Cercophora(100);s__Cercophora_samala(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cercophora	s__Cercophora_samala
Ftrad_Otu_00103	2784	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Holtermanniales(100);f__Holtermanniales_fam_Incertae_sedis(99);g__Holtermanniella(99);g__Holtermanniella_unclassified(99);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Holtermanniales	f__Holtermanniales_fam_Incertae_sedis	g__Holtermanniella	g__Holtermanniella_unclassified
Ftrad_Otu_00104	2705	k__Fungi(100);p__Ascomycota(100);c__Pezizomycetes(100);o__Pezizales(100);f__Pyronemataceae(100);g__Pseudaleuria(100);s__Pseudaleuria_sp(100);	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Pseudaleuria	s__Pseudaleuria_sp
Ftrad_Otu_00105	2692	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_fam_Incertae_sedis(100);g__Emericellopsis(100);s__Emericellopsis_glabra(98);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Emericellopsis	s__Emericellopsis_glabra
Ftrad_Otu_00106	2657	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(99);o__Helotiales(99);o__Helotiales_unclassified(99);o__Helotiales_unclassified(99);o__Helotiales_unclassified(99);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	o__Helotiales_unclassified	o__Helotiales_unclassified	o__Helotiales_unclassified
Ftrad_Otu_00107	2590	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Dissoconiaceae(100);g__Dissoconium(100);s__Dissoconium_aciculare(89);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Dissoconiaceae	g__Dissoconium	s__Dissoconium_aciculare
Ftrad_Otu_00108	2512	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00109	2410	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Phaeosphaeria(100);s__Phaeosphaeria_culmorum(87);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	s__Phaeosphaeria_culmorum
Ftrad_Otu_00110	2409	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(69);o__Helotiales_unclassified(69);o__Helotiales_unclassified(69);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	o__Helotiales_unclassified	o__Helotiales_unclassified	o__Helotiales_unclassified
Ftrad_Otu_00111	2406	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusarium(100);g__Fusarium_unclassified(55);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	g__Fusarium_unclassified
Ftrad_Otu_00112	2397	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Gibberella(96);s__Gibberella_intricans(96);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Gibberella	s__Gibberella_intricans
Ftrad_Otu_00113	2369	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00114	2368	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Phaeosphaeria(100);g__Phaeosphaeria_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	g__Phaeosphaeria_unclassified
Ftrad_Otu_00115	2362	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Microbotryales(100);f__unclassified_Microbotryales(100);g__unclassified_Microbotryales(100);s__Microbotryales_sp(100);	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryales	f__unclassified_Microbotryales	g__unclassified_Microbotryales	s__Microbotryales_sp
Ftrad_Otu_00116	2299	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Microbotryales(100);f__Ustilentylomataceae(100);g__Microbotryozyma(100);g__Microbotryozyma_unclassified(99);	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryales	f__Ustilentylomataceae	g__Microbotryozyma	g__Microbotryozyma_unclassified
Ftrad_Otu_00117	2226	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Cucurbitariaceae(100);g__Pyrenochaetopsis(100);s__Pyrenochaetopsis_pratorum(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaetopsis	s__Pyrenochaetopsis_pratorum
Ftrad_Otu_00118	2125	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiales_fam_Incertae_sedis(100);f__Helotiales_fam_Incertae_sedis_unclassified(98);f__Helotiales_fam_Incertae_sedis_unclassified(98);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	f__Helotiales_fam_Incertae_sedis_unclassified	f__Helotiales_fam_Incertae_sedis_unclassified
Ftrad_Otu_00119	2115	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);s__Vishniacozyma_globispora(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__Vishniacozyma_globispora
Ftrad_Otu_00120	2113	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);g__Cistella(100);s__Cistella_sp(99);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	s__Cistella_sp
Ftrad_Otu_00121	2100	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Articulospora(100);g__Articulospora_unclassified(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	g__Articulospora_unclassified
Ftrad_Otu_00122	2082	k__Fungi(100);p__Ascomycota(98);p__Ascomycota_unclassified(98);p__Ascomycota_unclassified(98);p__Ascomycota_unclassified(98);p__Ascomycota_unclassified(98);p__Ascomycota_unclassified(98);	k__Fungi	p__Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
Ftrad_Otu_00123	2078	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Peniophoraceae(100);g__unclassified_Peniophoraceae(96);s__Peniophoraceae_sp(96);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__unclassified_Peniophoraceae	s__Peniophoraceae_sp
Ftrad_Otu_00124	2039	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(99);o__Capnodiales_unclassified(99);o__Capnodiales_unclassified(99);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	o__Capnodiales_unclassified	o__Capnodiales_unclassified	o__Capnodiales_unclassified
Ftrad_Otu_00125	2031	k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Diversisporales(100);f__Diversisporales_fam_Incertae_sedis(100);g__Entrophospora(100);s__Entrophospora_sp(100);	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporales_fam_Incertae_sedis	g__Entrophospora	s__Entrophospora_sp
Ftrad_Otu_00126	1997	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(99);f__Didymellaceae(98);g__Phoma(95);s__Phoma_eupyrena(95);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Phoma	s__Phoma_eupyrena
Ftrad_Otu_00128	1990	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Didymellaceae(100);g__Neoascochyta(100);g__Neoascochyta_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Neoascochyta	g__Neoascochyta_unclassified
Ftrad_Otu_00129	1957	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__Knufia(100);g__Knufia_unclassified(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	g__Knufia_unclassified
Ftrad_Otu_00130	1954	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Aureobasidiaceae(98);g__Aureobasidium(98);s__Aureobasidium_melanogenum(87);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Aureobasidiaceae	g__Aureobasidium	s__Aureobasidium_melanogenum
Ftrad_Otu_00131	1949	k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);	k__Fungi	p__Basidiomycota	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified
Ftrad_Otu_00132	1888	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiales_fam_Incertae_sedis(100);g__Cadophora(70);g__Cadophora_unclassified(70);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cadophora	g__Cadophora_unclassified
Ftrad_Otu_00133	1858	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00134	1803	k__Fungi(100);p__Chytridiomycota(100);c__unclassified_Chytridiomycota(100);o__unclassified_Chytridiomycota(100);f__unclassified_Chytridiomycota(100);g__unclassified_Chytridiomycota(100);s__Chytridiomycota_sp(100);	k__Fungi	p__Chytridiomycota	c__unclassified_Chytridiomycota	o__unclassified_Chytridiomycota	f__unclassified_Chytridiomycota	g__unclassified_Chytridiomycota	s__Chytridiomycota_sp
Ftrad_Otu_00135	1795	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Paraphoma(100);s__Paraphoma_sp(97);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	s__Paraphoma_sp
Ftrad_Otu_00136	1786	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Cladosporiaceae(100);g__Cladosporium(100);g__Cladosporium_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	g__Cladosporium_unclassified
Ftrad_Otu_00137	1752	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Didymosphaeriaceae(100);g__Paraphaeosphaeria(100);s__Paraphaeosphaeria_sporulosa(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Paraphaeosphaeria	s__Paraphaeosphaeria_sporulosa
Ftrad_Otu_00138	1728	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Saccharomycetales_fam_Incertae_sedis(100);g__Candida(100);s__Candida_palmioleophila(100);	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__Candida_palmioleophila
Ftrad_Otu_00139	1680	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Corticiales(100);f__Vuilleminiaceae(100);g__Vuilleminia(100);s__Vuilleminia_sp(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Corticiales	f__Vuilleminiaceae	g__Vuilleminia	s__Vuilleminia_sp
Ftrad_Otu_00140	1677	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusarium(100);s__Fusarium_venenatum(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__Fusarium_venenatum
Ftrad_Otu_00141	1649	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Trimorphomycetaceae(100);g__Saitozyma(100);s__Saitozyma_paraflava(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	s__Saitozyma_paraflava
Ftrad_Otu_00142	1643	k__Fungi(100);k__Fungi_unclassified(88);k__Fungi_unclassified(88);k__Fungi_unclassified(88);k__Fungi_unclassified(88);k__Fungi_unclassified(88);k__Fungi_unclassified(88);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00143	1628	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Peniophoraceae(100);g__Peniophora(99);s__Peniophora_cinerea(87);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	s__Peniophora_cinerea
Ftrad_Otu_00144	1613	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Microbotryales(100);f__Ustilentylomataceae(100);g__Ustilentyloma(100);s__Ustilentyloma_graminis(100);	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryales	f__Ustilentylomataceae	g__Ustilentyloma	s__Ustilentyloma_graminis
Ftrad_Otu_00145	1598	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00146	1590	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_chlamydospora(100);	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_chlamydospora
Ftrad_Otu_00147	1585	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00148	1578	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00149	1527	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Psathyrellaceae(97);g__Coprinellus(97);s__Coprinellus_micaceus(97);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	s__Coprinellus_micaceus
Ftrad_Otu_00150	1511	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);c__Microbotryomycetes_unclassified(97);c__Microbotryomycetes_unclassified(97);c__Microbotryomycetes_unclassified(97);c__Microbotryomycetes_unclassified(97);	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified	c__Microbotryomycetes_unclassified
Ftrad_Otu_00151	1508	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Physalacriaceae(100);g__Cylindrobasidium(100);s__Cylindrobasidium_evolvens(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Physalacriaceae	g__Cylindrobasidium	s__Cylindrobasidium_evolvens
